CUSTOMER_NUMBER,CLIENT_SEX,STAFF_VIB,Age,net_lending,net_ca,net_td,avg_act,avg_trans,ytd_creditcard,open_creditcard,ytd_debitcard,open_debitcard
633929,F,N,37,483332000,1775895.37,0,0,0,0,0,0,0
959209,F,N,27,0,32826.37,0,0,303,0,0,0,0
623512,M,N,35,0,657390,0,0,0,0,0,1,1
649618,M,N,51,300000000,88266.67,0,0,0,0,0,0,0
981814,F,N,37,0,198630.4,0,0,0,0,0,1,1
717353,M,N,86,0,37424266.67,0,0,0,0,0,1,1
449920,F,N,19,0,514197.23,0,0,0,0,0,1,1
525410,M,N,18,0,100000,0,0,0,0,0,1,1
253053,M,N,51,350000000,109781.1,0,0,0,0,0,0,0
978927,M,N,27,12863100,0,0,0,0,1,1,0,0
985655,M,N,31,593750000,1947922.63,0,0,0,0,0,0,0
173472,M,N,57,379999000,265825,0,0,0,0,0,0,0
122392,F,N,33,400000000,282600,0,0,0,0,0,0,0
868196,M,N,22,0,37226.67,0,0,0,0,0,1,1
295851,M,N,42,350000000,12600,0,0,0,0,0,0,0
22092,M,N,41,295000000,689721.27,0,0,0,0,0,0,0
380417,M,N,19,0,23933.33,0,0,0,0,0,1,1
363977,F,N,49,983334000,1432965.27,0,0,0,0,0,0,0
305248,M,N,38,442500000,830052.1,0,0,0,0,0,0,0
627473,M,N,44,290000000,1367148.47,0,0,0,0,0,0,0
904970,F,N,34,20620000,0,0,0,0,1,1,0,0
629358,M,N,45,0,190760,0,0,0,0,0,0,0
893079,M,N,54,269428000,1100247.2,0,0,0,0,0,0,0
442913,M,N,23,0,0,0,0,0,1,1,0,0
315778,M,N,35,0,-101767.48,0,0,0,0,0,1,0
136801,M,N,29,15849166,0,0,0,0,1,1,0,0
297126,M,N,26,0,85282794,0,0,0,0,0,1,1
38882,F,N,36,-33336000,4509919.48,0,0,0,0,0,0,0
874716,M,N,43,566190000,224774.87,0,0,0,0,0,0,0
935131,F,N,33,-41670000,1978554.21,0,0,0,0,0,0,0
577973,F,N,45,0,0,0,0,0,1,1,0,0
929705,F,N,28,890000000,120300,0,0,0,0,0,0,0
85711,F,N,22,0,96322.58,0,0,0,0,0,1,0
972012,M,N,29,0,0,0,0,0,1,1,0,0
843307,M,N,32,-25000000,572180.07,0,0,0,0,0,0,0
398022,M,N,31,435000000,164583.33,0,0,0,0,0,0,0
261616,F,N,23,0,960440.05,10000000,0,0,0,0,1,0
517624,M,N,35,1200000000,152600,0,0,0,0,0,0,0
556083,M,N,43,0,0,0,0,0,0,0,0,0
937839,M,N,41,191666000,468905.67,0,0,0,0,0,0,0
845247,M,N,56,212666000,108362.4,0,0,0,0,0,0,0
654448,M,N,23,0,49497.71,0,0,0,0,0,1,0
122165,F,N,35,1509246,0,0,0,0,1,1,0,0
889643,M,N,22,0,6572900,0,0,0,0,0,1,1
331583,F,N,27,0,3000000,0,0,0,0,0,0,0
845243,F,N,33,30239500,0,0,0,0,1,1,0,0
805771,F,N,22,0,0,0,0,0,0,0,0,0
502191,M,N,38,0,0,0,0,0,1,1,0,0
252694,M,N,38,0,1118,0,0,0,0,0,0,0
832688,M,N,44,500000000,16743333.33,0,0,0,0,0,0,0
644725,M,N,42,0,88266.67,0,0,0,0,0,0,0
835906,M,N,28,38499995,0,0,0,0,1,1,0,0
909010,M,N,17,0,7400,0,0,0,0,0,1,1
134302,M,N,51,283332000,884799.33,0,0,0,0,0,0,0
439435,M,N,39,-47620000,370021.84,0,0,0,1,1,0,0
336981,M,N,29,0,0,0,0,0,0,0,0,0
829856,F,N,32,885000000,464214.97,0,0,0,0,0,1,1
575570,M,N,20,0,32600,0,0,0,0,0,1,1
320650,M,N,25,0,0,0,0,0,1,1,0,0
499769,F,N,45,0,0,0,0,0,0,0,0,0
927706,M,N,38,3660160,0,0,0,0,1,0,0,0
81089,F,N,61,0,150000,0,0,0,0,0,0,0
768019,M,N,28,390480000,283677,0,0,0,0,0,0,0
150464,M,N,24,12882771,0,0,0,0,1,1,0,0
154041,M,N,31,11962367,0,0,0,0,1,1,0,0
734070,F,N,30,0,0,42000000,0,0,0,0,0,0
352938,F,N,43,200000000,66666.67,0,0,0,0,0,0,0
392932,M,N,25,0,228224,0,0,0,0,0,1,1
748933,F,N,23,0,0,0,0,0,0,0,0,0
66415,M,N,56,0,13392001.33,0,0,0,0,0,1,1
727879,M,N,26,0,0,0,0,0,0,0,1,1
148259,F,N,27,23472833,0,0,0,0,1,1,0,0
985496,M,N,38,694287000,213378.77,0,0,0,0,0,0,0
755325,F,N,29,0,0,0,0,0,0,0,2,2
595411,M,N,27,0,152600,0,0,0,0,0,1,1
520462,F,N,25,0,0,0,0,0,0,0,0,0
998572,F,N,26,0,0,0,0,0,0,0,0,0
271088,M,N,49,0,100000,0,0,0,0,0,0,0
515053,M,N,38,0,0,0,0,0,1,1,0,0
46889,M,N,36,0,76716.67,0,0,0,0,0,1,1
958112,F,N,24,0,0,0,0,0,1,0,0,0
746345,F,N,41,16699000,0,0,0,0,1,1,0,0
956063,M,N,30,95674146,531366.7,0,0,0,1,1,0,0
734155,M,N,27,1000000000,0,0,0,0,0,0,0,0
773403,F,N,31,0,0,6986229.73,0,0,0,0,0,0
996546,F,N,52,-19200000,4795976.85,0,0,0,0,0,0,0
978530,M,N,20,0,0,160000000,0,0,0,0,0,0
156698,F,N,31,270000000,190516.67,0,0,0,0,0,0,0
863478,F,N,35,1056000,0,0,0,0,1,1,0,0
84831,F,N,36,0,79266.67,0,0,0,0,0,1,1
254899,M,N,39,442720000,2205546.2,0,0,0,0,0,0,0
677396,M,N,46,3051126000,3213788.53,0,0,0,0,0,0,0
593107,M,N,21,0,473986.67,0,0,0,0,0,1,1
860582,F,N,28,0,100000,0,0,0,0,0,1,1
87080,F,N,27,14560000,0,0,0,0,1,1,0,0
446830,F,N,32,0,0,0,0,0,1,0,0,0
31697,F,N,39,-29170000,677902.82,0,0,0,0,0,1,0
538004,M,N,49,-17860000,109415.23,0,0,0,0,0,0,0
673169,M,N,27,0,415123.33,0,0,0,0,0,1,0
110798,M,N,27,0,88266.67,0,0,0,0,0,1,1
906939,M,N,40,550999000,1041350.33,0,0,0,0,0,0,0
216538,F,N,41,1190000000,1818394.87,290000000,0,0,0,0,0,0
131419,F,N,20,0,588945.4,0,0,0,0,0,1,1
389925,F,N,31,0,135483.87,0,0,0,0,0,1,0
211397,F,N,37,24428520,353500,-4451612903,0,0,1,0,0,0
804744,F,N,45,-7500000,160327.84,0,0,0,0,0,0,0
743420,M,N,32,1037400000,3578707.7,0,0,0,0,0,0,0
822603,F,N,48,-16668000,245149.39,0,0,0,0,0,0,0
37565,M,N,36,0,92600,0,0,0,0,0,0,0
829734,F,N,40,0,1505366.67,0,0,0,0,0,1,1
973909,F,N,37,0,164266.67,0,0,0,0,0,0,0
980520,F,N,26,7248630,0,0,0,0,1,1,0,0
613705,F,N,31,0,303178.33,0,0,0,0,0,1,1
650511,F,N,64,1450000000,4420473.77,0,0,0,0,0,0,0
3305,M,N,33,228570000,471854.87,0,0,0,0,0,0,0
354664,M,N,28,21141200,0,0,0,0,1,1,0,0
100815,M,N,25,0,94200,0,0,0,0,0,1,1
391124,M,N,29,0,0,100000000,0,0,0,0,0,0
884430,M,N,22,24935000,0,0,0,0,1,1,0,0
166525,F,N,27,489080000,549105.53,0,0,0,0,0,0,0
636032,M,N,51,14556356,0,0,0,0,1,0,0,0
66899,M,N,46,994792000,13234881.33,0,0,0,0,0,0,0
436860,M,N,42,-55560000,156988.72,0,0,0,0,0,0,0
851701,M,N,30,472495000,589706.8,0,0,0,0,0,0,0
597481,F,N,31,634719700,2473239.27,0,0,0,1,1,0,0
458106,F,N,26,0,1496837.1,0,0,0,0,0,1,1
362733,M,N,25,0,0,0,0,0,0,0,1,1
349917,F,N,41,1088542000,794497.67,0,0,0,0,0,0,0
421333,F,N,22,0,122300,0,0,0,0,0,1,1
139918,M,N,30,0,0,0,0,0,0,0,1,1
152815,M,N,25,0,188266.67,0,0,0,0,0,0,0
252394,F,N,36,483334000,1610150.73,0,0,0,0,0,0,0
516967,F,N,25,0,0,0,0,0,1,1,0,0
371456,M,N,41,283334000,581788.07,0,0,0,0,0,1,1
101040,M,N,31,0,0,0,0,0,0,0,0,0
206764,M,N,23,8264000,0,0,0,0,1,1,0,0
913269,F,N,34,4991000,0,0,0,0,0,0,0,0
345894,M,N,35,450000000,147683.33,0,0,0,0,0,0,0
236617,M,N,30,0,112000,0,0,0,0,0,0,0
765648,F,N,21,25994300,0,0,0,0,1,1,0,0
69088,F,N,74,0,0,1333333.33,0,0,0,0,0,0
618029,F,N,27,0,0,0,0,0,1,1,0,0
428960,M,N,50,252780000,167547.23,0,0,0,0,0,0,0
144069,F,N,23,0,126166.67,0,0,0,0,0,1,1
943155,M,N,35,519480000,3763153.56,0,0,0,0,0,0,0
103119,M,N,35,811458000,1276085.9,0,0,0,1,1,0,0
762171,F,N,26,0,0,0,0,0,1,1,0,0
558825,F,N,23,0,416007.33,0,0,0,0,0,1,1
190934,M,N,38,383335000,771979.67,0,0,0,0,0,0,0
549052,F,N,37,32400000,0,0,0,0,1,1,0,0
319271,M,N,28,22909841,0,0,0,0,1,1,0,0
35477,F,N,35,16698888,0,0,0,0,1,1,0,0
884017,F,N,26,20765397,0,0,0,0,1,1,0,0
344651,F,N,42,332498000,767012.53,0,0,0,1,1,0,0
808791,M,N,32,-25315000,137322.17,0,0,0,0,0,0,0
311196,F,N,53,248611000,106271.2,0,0,0,0,0,0,0
815895,M,N,27,0,0,0,0,0,1,1,0,0
927805,M,N,35,0,0,0,0,0,0,0,1,0
411593,M,N,26,0,144666.67,0,0,0,0,0,1,1
252561,M,N,42,252830000,5694647.67,0,0,0,0,0,0,0
639378,M,N,34,0,191497.07,0,0,0,0,0,1,1
758721,F,N,19,0,23333.33,0,0,0,0,0,1,1
119301,F,N,28,450000000,341355.47,0,0,0,0,0,0,0
106905,F,N,25,0,77266.67,0,0,0,0,0,1,1
671957,M,N,40,-58500000,-11927615.31,-29032258.06,0,0,0,0,1,0
860927,M,N,30,300000000,207600,0,0,0,0,0,0,0
515201,M,N,33,0,0,0,0,0,1,1,0,0
570173,M,N,19,0,0,0,0,0,0,0,1,1
210235,M,N,19,0,0,0,0,0,0,0,1,1
831762,M,N,44,-17700000,2268560.3,0,0,0,0,0,0,0
848698,M,N,43,0,66266.67,0,0,0,0,0,1,1
151964,M,N,49,0,140403.15,0,0,0,0,0,0,0
975649,M,N,33,385720000,233529.23,0,0,0,0,0,1,1
475965,M,N,54,105776000,911314.47,0,0,0,0,0,0,0
855851,F,N,31,0,0,0,0,0,0,0,0,0
271120,F,N,27,0,66266.67,20000000,0,0,0,0,1,1
558544,F,N,31,37175977,0,0,0,0,1,1,0,0
311955,M,N,37,543450000,162958.47,0,0,0,0,0,0,0
475874,F,N,28,-1296536,0,0,0,0,1,0,0,0
453780,M,N,61,456000000,120000,0,0,0,0,0,0,0
120796,M,N,36,449584000,240527.07,0,0,0,0,0,0,0
251361,F,N,36,22145013,0,0,0,0,1,1,0,0
112498,F,N,24,1043000000,4071813.67,0,0,0,0,0,0,0
16582,M,N,34,4082097,0,0,0,0,1,1,0,0
128572,F,N,42,5328990,297704.8,0,0,0,1,1,0,0
822808,F,N,34,-45830000,1257790.96,0,0,0,0,0,0,0
661886,M,N,27,10747000,0,0,0,0,1,1,0,0
705427,F,N,25,0,500000,0,0,0,0,0,1,1
364303,F,N,30,0,0,0,0,0,1,1,0,0
335719,F,N,34,438300000,893412.1,0,0,0,0,0,1,1
825114,F,N,29,4832100,0,0,0,0,1,1,0,0
168015,M,N,27,0,121760.67,0,0,0,0,0,1,1
64176,M,N,31,420000000,88266.67,0,0,0,0,0,0,0
974014,F,N,22,0,0,0,0,0,0,0,1,1
11267,F,N,32,0,0,0,0,0,1,1,0,0
901054,M,N,29,12385643,0,50000000,0,0,1,1,0,0
482480,M,N,24,0,52915.33,0,0,0,0,0,1,1
689821,M,N,37,0,768181.51,0,0,0,0,0,0,0
137855,M,N,43,17794354,0,0,0,0,1,1,0,0
341258,M,N,46,19589546,0,0,0,0,2,2,0,0
544280,M,N,43,46712726,0,0,0,0,2,2,0,0
132991,M,N,46,-25835000,110240.61,0,0,0,0,0,0,0
669327,M,N,39,220888889,92016.93,0,0,0,0,0,0,0
862467,F,N,29,340000,0,0,0,0,1,1,0,0
418282,F,N,28,0,0,0,0,0,0,0,0,0
745679,M,N,34,236000000,753869.67,0,0,0,0,0,0,0
375980,M,N,51,183332000,570567.8,0,0,0,0,0,0,0
852299,F,N,28,400000000,1604124,0,0,0,0,0,0,0
443256,M,N,30,0,0,0,0,0,1,0,0,0
967367,M,N,40,-89285715,7977599.74,0,0,0,0,0,1,0
967860,M,N,24,0,48226.67,0,0,0,0,0,1,1
932556,F,N,39,0,0,0,0,0,1,1,0,0
27584,M,N,39,220000000,112321.07,0,0,0,0,0,0,0
603475,M,N,18,0,100000,0,0,0,0,0,1,1
332033,F,N,22,0,127092.13,0,0,0,0,0,1,1
200438,M,N,30,0,0,0,0,0,0,0,0,0
850102,M,N,36,790476000,248919.07,0,0,0,0,0,0,0
407799,F,N,39,292500000,206632.6,0,0,0,0,0,0,0
997818,F,N,23,0,1158627.73,0,0,0,0,0,1,1
176149,M,N,29,-23330000,296658.78,0,0,0,0,0,0,0
791419,F,N,21,0,88266.67,0,0,0,0,0,1,1
537871,F,N,27,10691089,0,0,0,0,1,1,0,0
486792,M,N,56,-18680000,1212818.17,0,0,0,0,0,0,0
915909,M,N,27,0,82600,0,0,0,0,0,1,1
978977,M,N,32,227000000,157650,0,0,0,0,0,1,1
46113,M,N,27,408856000,6664060,0,0,0,0,0,0,0
267468,M,N,30,7769000,0,0,0,0,1,1,0,0
876517,F,N,34,0,5486666.67,0,0,0,0,0,1,1
572222,M,N,50,0,112893.33,0,0,0,0,0,1,1
554337,F,N,39,-25000000,4237378.02,0,0,0,0,0,0,0
394864,M,N,42,573490000,1115031,0,0,0,0,0,0,0
265385,F,N,25,1695240,197680.2,0,0,0,1,1,0,0
503349,F,N,21,0,0,0,0,0,0,0,1,1
516805,F,N,29,230465000,100166.33,0,0,0,0,0,0,0
652631,F,N,28,500000000,24600,0,0,0,0,0,0,0
560389,M,N,27,0,984866.67,0,0,0,0,0,0,0
672028,M,N,53,-33575000,462577.97,0,0,0,0,0,0,0
415145,F,N,51,1093888000,228321.87,0,0,0,0,0,0,0
783684,F,N,30,0,80000,0,0,0,0,0,1,1
299360,M,N,31,579335000,91292.53,0,0,0,0,0,0,0
270277,M,N,27,0,0,0,0,0,0,0,0,0
66357,M,N,32,193340000,394307.77,0,0,0,0,0,0,0
654191,M,N,23,0,188266.67,0,0,0,0,0,1,1
745830,M,N,27,400000000,185933.33,0,0,0,0,0,0,0
580385,F,N,21,0,0,0,0,0,0,0,1,1
132995,M,N,41,0,6035054.97,0,0,0,0,0,0,0
545051,M,N,37,7880723,0,0,0,0,1,1,0,0
161738,F,N,25,-19394445,0,0,0,0,0,0,0,0
584672,F,N,37,2360000000,4579203.4,0,0,0,0,0,0,0
796390,M,N,28,-2690000,0,0,0,0,1,0,0,0
348514,M,N,43,606119376,4319709.27,0,0,0,1,1,0,0
773556,M,N,51,300000000,177666.67,0,0,0,0,0,0,0
579683,M,N,23,0,0,0,0,0,1,1,0,0
154593,M,N,39,23390000,0,0,0,0,1,1,0,0
528900,F,N,32,0,0,0,0,0,0,0,1,1
106275,M,N,33,0,170000,0,0,0,0,0,0,0
324410,M,N,43,16827663,0,0,0,0,1,1,0,0
731754,F,N,37,36201811,0,0,0,0,1,1,0,0
244979,M,N,25,0,80000,280000000,0,0,0,0,0,0
792023,M,N,45,1106790,0,0,0,0,2,2,0,0
40793,M,N,33,412000000,200000,0,0,0,0,0,0,0
269287,F,N,18,0,100000,0,0,0,0,0,0,0
960046,M,N,38,1792708000,100669.57,0,0,0,1,1,0,0
63377,M,N,24,897000000,463664,0,0,0,0,0,0,0
999730,M,N,34,0,88266.67,0,0,0,0,0,0,0
328334,M,N,24,0,837606.53,0,0,0,0,0,1,1
398724,M,N,38,-20920000,3739274.35,0,0,0,0,0,1,0
755466,M,N,30,791100000,983478.27,0,0,0,0,0,0,0
517128,M,N,40,160000000,160250000,0,0,0,0,0,1,1
919020,M,N,25,5644712,0,0,0,0,2,2,0,0
912390,F,N,37,0,238266.67,0,0,0,0,0,1,1
943086,M,N,30,0,0,0,0,0,1,1,0,0
525097,M,N,41,5363102,0,0,0,0,1,1,0,0
732631,F,N,26,0,0,0,0,0,0,0,0,0
561997,F,N,28,0,0,0,0,0,0,0,1,1
761918,F,N,21,761800000,122678.07,0,0,0,0,0,1,1
4268,M,N,45,0,1043050,0,0,0,0,0,1,1
185448,M,N,29,38326102,0,0,0,0,1,1,0,0
102289,M,N,42,0,126226.67,0,0,0,0,0,1,1
22117,M,N,35,988000000,86666.67,0,0,0,2,2,0,0
582644,M,N,45,150000000,101858.27,0,0,0,0,0,0,0
277344,F,N,49,400000000,214905.07,0,0,0,0,0,0,0
46638,F,N,29,194444000,861804.37,0,0,0,0,0,0,0
972087,F,N,35,483334000,4472684,0,0,0,1,1,0,0
273547,F,N,18,0,3382133.33,0,0,0,0,0,1,1
446209,F,N,31,0,0,0,0,0,0,0,1,1
418264,M,N,32,806000,0,0,0,0,1,1,0,0
758222,F,N,26,0,0,0,0,0,1,1,0,0
596016,M,N,27,566660000,208318.7,0,0,0,0,0,0,0
998455,F,N,24,0,88266.67,0,0,0,0,0,1,1
444178,M,N,45,496000000,55320,0,0,0,0,0,0,0
925728,M,N,30,0,0,0,0,0,0,0,1,1
26524,M,N,27,0,100933.33,0,0,0,0,0,1,1
90130,F,N,22,0,0,0,0,0,0,0,1,1
402005,M,N,38,0,100000,0,0,0,0,0,0,0
920317,M,N,34,0,77266.67,0,0,0,0,0,1,1
526264,F,N,41,1520416000,680774.27,0,0,0,0,0,0,0
141819,F,N,39,-40365000,-21611.67,0,0,0,0,0,1,0
195642,M,N,27,0,0,0,0,0,1,1,0,0
333012,M,N,26,21836661,0,0,0,0,1,1,0,0
851241,M,N,58,290000000,901721.73,0,0,0,0,0,0,0
532629,M,N,19,0,613666.67,0,0,0,0,0,1,1
485795,M,N,31,7176982,0,0,0,0,1,1,0,0
657827,M,N,27,468834000,463158.4,0,0,0,0,0,0,0
203356,M,N,42,193332000,472798.53,0,0,0,0,0,0,0
895921,M,N,37,109100000,604784.07,0,0,0,0,0,0,0
229289,F,N,25,0,-1625.81,0,0,0,0,0,1,0
659040,M,N,33,0,0,0,0,0,0,0,1,0
639558,M,N,49,0,2019988.2,0,0,0,0,0,1,1
828368,M,N,38,391666000,5278648.33,0,0,0,0,0,0,0
138635,M,N,19,0,6846,0,0,0,0,0,1,1
805757,F,N,44,1500000000,33333.33,0,0,0,0,0,0,0
811906,M,N,18,0,0,0,0,0,0,0,1,1
592650,M,N,31,101047611,713089.63,0,0,0,0,0,0,0
135647,M,N,28,10601900,0,0,0,0,1,1,0,0
915338,M,N,37,-50000000,531657.31,0,0,0,0,0,0,0
300237,F,N,32,369733000,197567.47,0,0,0,0,0,1,1
814826,F,N,25,0,0,150000000,0,0,0,0,0,0
122665,F,N,37,0,0,0,0,0,1,0,0,0
538068,M,N,23,17826500,0,0,0,0,1,1,0,0
244912,M,N,46,653000000,2972600,0,0,0,1,1,0,0
157486,F,N,34,24170001,0,0,0,0,2,0,0,0
666428,M,N,54,358000000,181366.67,0,0,0,0,0,0,0
885701,F,N,29,16859350,0,0,0,0,1,0,0,0
588226,M,N,38,-16670000,335453.34,0,0,0,0,0,0,0
166512,M,N,26,20910000,0,0,0,0,1,1,0,0
582645,M,N,35,20483750,169456.67,0,0,0,1,1,1,1
658596,F,N,45,-33335000,193831.37,0,0,0,0,0,0,0
66339,M,N,55,8584348,0,0,0,0,2,2,0,0
189483,M,N,51,400000000,228091.5,0,0,0,0,0,0,0
900935,F,N,28,0,77266.67,0,0,0,0,0,1,1
119014,F,N,25,0,0,0,0,0,0,0,0,0
339041,M,N,28,59999000,0,0,0,0,1,1,0,0
220808,M,N,32,18480000,0,0,0,0,1,1,0,0
687584,F,N,29,0,0,0,0,0,1,0,0,0
17853,M,N,48,0,225866.67,0,0,0,0,0,1,1
574379,M,N,25,0,0,0,0,0,0,0,0,0
746138,F,N,56,0,15933.33,0,0,0,0,0,1,1
606464,F,N,44,260000000,8710000,0,0,0,0,0,0,0
996326,M,N,42,200000000,249933.33,0,0,0,0,0,0,0
325321,M,N,36,0,418026.67,0,0,0,0,0,0,0
523501,M,N,20,0,404393.6,0,0,0,0,0,1,1
824140,F,N,23,0,205266.67,0,0,0,0,0,1,1
829159,M,N,36,300000000,36666.67,0,0,0,0,0,0,0
669966,M,N,23,0,88266.67,0,0,0,0,0,1,1
393030,M,N,33,0,311462.93,0,0,0,0,0,0,0
406005,M,N,54,-21820000,172934.75,0,0,0,0,0,0,0
623135,F,N,25,0,82,0,0,0,0,0,0,0
196410,M,N,50,262200000,3036805.83,0,0,0,0,0,0,0
738481,M,N,24,0,0,0,0,0,1,1,0,0
260656,F,N,31,0,0,-10477419.35,0,0,0,0,1,0
42077,M,N,28,0,138266.67,0,0,0,0,0,0,0
162261,F,N,21,295830000,197495.5,0,0,0,0,0,0,0
131715,F,N,39,350000000,132600,0,0,0,0,0,0,0
327888,F,N,22,0,0,0,0,0,0,0,1,0
314516,F,N,39,0,0,0,0,0,1,1,0,0
677147,F,N,31,0,-109570.97,0,0,0,0,0,0,0
323028,M,N,44,-29765000,1083769.42,0,0,0,0,0,0,0
999314,F,N,33,182995,0,0,0,0,1,1,0,0
29480,F,N,27,166583447,101194,0,0,0,0,0,0,0
399263,M,N,28,0,0,0,0,0,0,0,1,1
911716,F,N,29,440000000,120000,0,0,0,0,0,0,0
593124,F,N,32,0,0,0,0,0,1,1,0,0
941893,M,N,33,576730000,1243843,0,0,0,0,0,0,0
482217,F,N,26,0,0,0,0,0,0,0,1,1
545587,F,N,42,0,0,8000000,0,0,0,0,0,0
25024,F,N,47,-25000000,168118.7,0,0,0,0,0,0,0
888653,M,N,30,430000,0,0,0,0,2,2,0,0
224320,F,N,64,-30320000,1334308.61,0,0,0,0,0,1,0
755067,M,N,51,-300000000,640890.24,0,0,0,0,0,0,0
314960,F,N,35,38969943,117923.4,0,0,0,1,0,0,0
140622,M,N,30,0,111000,0,0,0,0,0,1,1
598051,M,N,35,0,0,150000000,0,0,0,0,0,0
33286,F,N,26,236112000,117486.33,0,0,0,0,0,0,0
440331,M,N,34,300000000,110183.87,0,0,0,0,0,0,0
885181,F,N,39,17283386,0,0,0,0,1,1,0,0
304566,M,N,27,635520000,591633.43,0,0,0,1,1,0,0
838609,F,N,28,0,69023794.13,0,0,0,0,0,0,0
509702,M,N,28,0,162600,0,0,0,0,0,0,0
432531,M,N,41,861600,0,0,0,0,1,1,0,0
313020,F,N,42,0,0,0,0,0,0,0,0,0
705076,F,N,18,0,0,0,0,0,0,0,1,1
841542,M,N,45,400000000,191207.6,0,0,0,0,0,0,0
332140,F,N,26,89379000,0,0,0,0,1,1,0,0
570938,M,N,26,119164000,165183.67,0,0,0,0,0,1,1
16680,M,N,25,355552000,244731.52,0,0,0,0,0,0,0
789726,M,N,24,0,0,0,0,0,1,1,0,0
71881,M,N,40,600000000,60000000,0,0,0,0,0,0,0
186832,F,N,30,79056657,170070.13,0,0,0,0,0,0,0
712814,M,N,43,0,0,0,0,0,1,1,0,0
132751,F,N,26,0,0,0,0,0,0,0,1,1
613253,M,N,46,979687500,697343.63,0,0,0,0,0,0,0
464231,F,N,43,792540000,210631.87,0,0,0,0,0,1,1
81342,F,N,35,-4094610,0,0,0,0,1,0,0,0
12015,F,N,20,0,0,0,0,0,0,0,1,1
953584,F,N,47,948021000,97520.5,0,0,0,0,0,0,0
363863,F,N,24,774098000,107779.07,0,0,0,0,0,0,0
303383,F,N,26,0,119000,0,0,0,0,0,0,0
450016,F,N,26,-29170000,40301.74,0,0,0,0,0,0,0
304277,M,N,45,390000000,132600,0,0,0,0,0,0,0
47152,F,N,27,0,3940000,0,0,0,0,0,1,1
220734,F,N,43,-13890000,149271.26,0,0,0,0,0,0,0
757496,M,N,26,295000000,1707942,0,0,0,1,1,0,0
962102,M,N,46,47776319,0,0,0,0,1,1,0,0
105475,M,N,28,8774832,0,0,0,0,1,0,0,0
650525,F,N,20,0,-83870.97,0,0,0,0,0,1,0
12673,M,N,47,-46960000,667024.58,0,0,0,0,0,0,0
494461,M,N,27,0,9450,0,0,0,0,0,1,1
977681,M,N,35,269998000,585054.73,0,0,0,0,0,0,0
341402,M,N,25,16150000,0,0,0,0,1,1,0,0
237303,F,N,49,-25000000,3535656.94,0,0,0,0,0,0,0
342059,M,N,27,13824800,0,0,0,0,1,1,0,0
276701,M,N,33,513810000,103283.07,0,0,0,0,0,0,0
614723,F,N,23,0,1256194.87,0,0,0,0,0,1,1
722606,F,N,56,50000000,0,0,0,0,1,1,0,0
384102,M,N,35,-50000000,52077.03,0,0,0,0,0,0,0
733399,F,N,19,274980000,4369189.83,0,0,0,0,0,0,0
50330,F,N,24,10725997,0,29000000,0,0,1,1,0,0
87378,M,N,36,383320000,1049614,0,0,0,0,0,0,0
900830,F,N,22,0,0,30000000,0,0,0,0,0,0
696279,M,N,26,395833000,100600.93,0,0,0,0,0,0,0
987893,M,N,23,14356544,0,0,0,0,1,1,0,0
560395,M,N,28,0,26120.67,0,0,0,0,0,1,1
92406,F,N,53,-13750000,130294.83,0,0,0,0,0,0,0
975904,F,N,37,565677083,137014.93,0,0,0,1,1,0,0
685904,M,N,32,450000000,30000,0,0,0,0,0,0,0
775497,F,N,53,900840000,263077.97,0,0,0,0,0,1,1
730204,M,N,22,0,0,0,0,0,0,0,1,1
87908,F,N,36,-44687500,264449.97,0,0,0,0,0,0,0
125889,F,N,56,400000000,486433.33,0,0,0,0,0,0,0
309242,M,N,37,20681960,0,0,0,0,1,0,0,0
729239,M,N,31,0,0,0,0,0,0,0,1,1
577508,M,N,53,1475001000,7133144.47,0,0,0,0,0,0,0
147074,M,N,26,0,0,0,0,0,1,1,0,0
431985,F,N,28,0,0,0,0,0,1,1,0,0
386352,M,N,30,0,100000,0,0,0,0,0,1,1
372512,M,N,24,0,0,0,0,0,0,0,1,1
237299,M,N,54,126806109,407360.27,0,0,0,1,1,0,0
574121,M,N,32,250000000,273567.67,0,0,0,0,0,0,0
665375,F,N,30,0,0,0,0,0,0,0,0,0
741288,M,N,26,0,150001,0,0,0,0,0,1,1
609980,F,N,44,0,0,400000000,0,0,0,0,0,0
98671,M,N,23,0,0,0,0,0,0,0,1,1
337574,F,N,32,0,7940481.33,0,0,0,0,0,1,1
628345,M,N,38,0,100000,0,0,0,0,0,0,0
506460,F,N,37,623437500,1043371.03,0,0,0,0,0,0,0
906320,F,N,21,0,294000,0,0,0,0,0,1,1
891739,F,N,42,283340000,655042.33,0,0,0,0,0,0,0
978929,M,N,40,0,831666.67,0,0,0,0,0,1,1
893063,M,N,20,0,0,0,0,0,0,0,1,1
44565,M,N,51,200000000,2334933.33,0,0,0,0,0,0,0
932943,M,N,41,1100000000,91333.33,0,0,0,0,0,0,0
706247,F,N,23,0,77266.67,0,0,0,0,0,0,0
192951,F,N,35,0,0,0,0,0,0,0,0,0
846056,M,N,37,0,155266.67,0,0,0,0,0,1,1
182588,M,N,29,0,0,0,0,0,1,1,0,0
701709,M,N,35,-33860460,391489.32,0,0,0,0,0,0,0
408741,F,N,58,400000000,2588266.67,0,0,0,0,0,0,0
496121,M,N,25,0,-369086.02,0,0,0,0,0,1,0
874880,F,N,20,0,2213000,0,0,0,0,0,1,1
727612,M,N,35,27500000,0,0,0,0,1,1,0,0
